Loss Label_67_65.tif,0.48
Loss Label_48_86.tif,0.01
Loss Label_5_62.tif,0.22
Loss Label_10_110.tif,0
Loss Label_7_108.tif,0.06
Loss Label_128_129.tif,0.02
Loss Label_151_28.tif,0
Loss Label_69_48.tif,0.01
Loss Label_91_95.tif,0.12
Loss Label_103_120.tif,0.42
Loss Label_73_10.tif,0.06
Loss Label_35_45.tif,0.15
Loss Label_103_134.tif,0.18
Loss Label_91_81.tif,0.05
Loss Label_145_49.tif,0
Loss Label_35_51.tif,0.05
Loss Label_48_92.tif,0.19
Loss Label_67_71.tif,0.03
Loss Label_119_44.tif,0.2
Loss Label_21_24.tif,0.1
Loss Label_10_104.tif,0.19
Loss Label_5_76.tif,0.04
Loss Label_117_69.tif,0
Loss Label_110_60.tif,0.28
Loss Label_113_120.tif,0.03
Loss Label_144_142.tif,0.03
Loss Label_60_78.tif,0.01
Loss Label_94_4.tif,0.2
Loss Label_32_58.tif,0.01
Loss Label_142_40.tif,0.01
Loss Label_104_15.tif,0.13
Loss Label_13_96.tif,0.09
Loss Label_96_88.tif,0.01
Loss Label_138_129.tif,0.06
Loss Label_96_63.tif,0.01
Loss Label_55_28.tif,0.49
Loss Label_77_135.tif,0.05
Loss Label_83_134.tif,0.05
Loss Label_125_30.tif,0.12
Loss Label_131_45.tif,0.27
Loss Label_60_93.tif,0.09
Loss Label_0_2.tif,0
Loss Label_2_94.tif,0.08
Loss Label_82_16.tif,0.06
Loss Label_69_4.tif,0.04
Loss Label_30_143.tif,0.03
Loss Label_46_54.tif,0.06
Loss Label_138_61.tif,0
Loss Label_117_82.tif,0.09
Loss Label_48_79.tif,0.15
Loss Label_67_121.tif,0
Loss Label_93_120.tif,0.17
Loss Label_122_39.tif,0.36
Loss Label_14_74.tif,0.01
Loss Label_52_21.tif,0.16
Loss Label_52_35.tif,0.53
Loss Label_14_60.tif,0.04
Loss Label_117_96.tif,0.13
Loss Label_138_75.tif,0.01
Loss Label_46_40.tif,0.21
Loss Label_136_58.tif,0.05
Loss Label_5_89.tif,0.12
Loss Label_67_135.tif,0.14
Loss Label_93_134.tif,0.33
Loss Label_60_87.tif,0.07
Loss Label_131_51.tif,0.01
Loss Label_2_80.tif,0.08
Loss Label_41_49.tif,0.05
Loss Label_96_77.tif,0.04
Loss Label_13_69.tif,0
Loss Label_20_143.tif,0
Loss Label_77_121.tif,0.17
Loss Label_83_120.tif,0.09
Loss Label_125_24.tif,0.56
Loss Label_131_79.tif,0.02
Loss Label_41_123.tif,0.26
Loss Label_16_141.tif,0
Loss Label_41_61.tif,0.04
Loss Label_142_0.tif,0.11
Loss Label_55_14.tif,0.14
Loss Label_142_97.tif,0.03
Loss Label_13_41.tif,0
Loss Label_77_109.tif,0.01
Loss Label_83_108.tif,0.01
Loss Label_98_72.tif,0.28
Loss Label_118_152.tif,0
Loss Label_51_137.tif,0.05
Loss Label_35_86.tif,0.13
Loss Label_91_56.tif,0.03
Loss Label_14_48.tif,0.39
Loss Label_107_0.tif,0
Loss Label_85_23.tif,0.1
Loss Label_132_9.tif,0.15
Loss Label_142_107.tif,0.03
Loss Label_46_68.tif,0.06
Loss Label_48_45.tif,0.49
Loss Label_108_146.tif,0.01
Loss Label_136_70.tif,0
Loss Label_119_93.tif,0.19
Loss Label_85_37.tif,0.62
Loss Label_138_49.tif,0.01
Loss Label_142_113.tif,0.01
Loss Label_119_87.tif,0.02
Loss Label_136_64.tif,0.07
Loss Label_121_3.tif,0.18
Loss Label_108_152.tif,0.01
Loss Label_48_51.tif,0.03
Loss Label_67_109.tif,0.01
Loss Label_93_108.tif,0
Loss Label_51_123.tif,0.08
Loss Label_35_92.tif,0.09
Loss Label_122_11.tif,0.1
Loss Label_91_42.tif,0.14
Loss Label_13_55.tif,0.01
Loss Label_142_83.tif,0.05
Loss Label_118_146.tif,0.03
Loss Label_98_66.tif,0.01
Loss Label_125_18.tif,0.15
Loss Label_89_1.tif,0.53
Loss Label_41_137.tif,0.08
Loss Label_16_155.tif,0.48
Loss Label_41_75.tif,0.07
Loss Label_6_125.tif,0.01
Loss Label_129_104.tif,0.07
Loss Label_107_50.tif,0.21
Loss Label_134_127.tif,0.03
Loss Label_79_65.tif,0.06
Loss Label_56_86.tif,0.07
Loss Label_77_48.tif,0.25
Loss Label_27_117.tif,0.05
Loss Label_25_68.tif,0
Loss Label_33_3.tif,0.16
Loss Label_113_25.tif,0.05
Loss Label_124_133.tif,0
Loss Label_139_110.tif,0.01
Loss Label_6_33.tif,0.12
Loss Label_22_61.tif,0
Loss Label_64_34.tif,0.2
Loss Label_70_41.tif,0.34
Loss Label_148_21.tif,0
Loss Label_36_14.tif,0.22
Loss Label_121_97.tif,0.14
Loss Label_37_103.tif,0.38
Loss Label_89_143.tif,0.12
Loss Label_112_119.tif,0.05
Loss Label_100_59.tif,0.01
Loss Label_38_39.tif,0.04
Loss Label_76_3.tif,0.24
Loss Label_121_83.tif,0.04
Loss Label_65_9.tif,0.13
Loss Label_148_35.tif,0
Loss Label_70_55.tif,0.03
Loss Label_37_117.tif,0
Loss Label_146_18.tif,0.03
Loss Label_114_38.tif,0.15
Loss Label_139_104.tif,0.02
Loss Label_124_127.tif,0.02
Loss Label_6_27.tif,0
Loss Label_88_88.tif,0.24
Loss Label_50_0.tif,0.35
Loss Label_64_20.tif,0.54
Loss Label_22_75.tif,0.19
Loss Label_27_103.tif,0.12
Loss Label_63_29.tif,0.28
Loss Label_20_9.tif,0.22
Loss Label_102_119.tif,0.08
Loss Label_113_31.tif,0.13
Loss Label_99_143.tif,0.05
Loss Label_6_131.tif,0.01
Loss Label_56_92.tif,0.04
Loss Label_79_71.tif,0.01
Loss Label_134_133.tif,0.06
Loss Label_141_11.tif,0.01
Loss Label_107_44.tif,0
Loss Label_129_110.tif,0.11
Loss Label_109_69.tif,0
Loss Label_15_0.tif,0.09
Loss Label_11_129.tif,0
Loss Label_25_54.tif,0.19
Loss Label_118_7.tif,0.02
Loss Label_113_19.tif,0.53
Loss Label_81_84.tif,0
Loss Label_102_131.tif,0.16
Loss Label_70_149.tif,0.12
Loss Label_84_148.tif,0.01
Loss Label_6_119.tif,0.01
Loss Label_129_138.tif,0.04
Loss Label_141_39.tif,0.04
Loss Label_79_59.tif,0.09
Loss Label_31_21.tif,0
Loss Label_109_41.tif,0.45
Loss Label_77_74.tif,0.07
Loss Label_58_97.tif,0.03
Loss Label_11_101.tif,0.04
Loss Label_36_28.tif,0.15
Loss Label_145_147.tif,0.01
Loss Label_146_30.tif,0.04
Loss Label_112_125.tif,0.02
Loss Label_100_65.tif,0
Loss Label_114_10.tif,0.13
Loss Label_8_22.tif,0
Loss Label_86_99.tif,0.02
Loss Label_139_138.tif,0.02
Loss Label_8_36.tif,0.08
Loss Label_22_49.tif,0.09
Loss Label_145_153.tif,0
Loss Label_70_69.tif,0.02
Loss Label_96_6.tif,0.43
Loss Label_60_149.tif,0.01
Loss Label_94_148.tif,0.1
Loss Label_38_11.tif,0.41
Loss Label_100_71.tif,0.01
Loss Label_112_131.tif,0.03
Loss Label_146_24.tif,0
Loss Label_107_78.tif,0.11
Loss Label_58_83.tif,0.03
Loss Label_77_60.tif,0.26
Loss Label_109_55.tif,0.26
Loss Label_31_35.tif,0.06
Loss Label_11_115.tif,0.01
Loss Label_1_12.tif,0
Loss Label_25_40.tif,0.03
Loss Label_63_15.tif,0.2
Loss Label_102_125.tif,0.12
Loss Label_81_90.tif,0.08
Loss Label_42_30.tif,0.06
Loss Label_132_28.tif,0.27
Loss Label_58_68.tif,0.01
Loss Label_114_148.tif,0.25
Loss Label_66_130.tif,0.23
Loss Label_92_131.tif,0.13
Loss Label_31_152.tif,0
Loss Label_56_45.tif,0.19
Loss Label_128_70.tif,0.03
Loss Label_107_93.tif,0.2
Loss Label_10_10.tif,0.25
Loss Label_17_19.tif,0.13
Loss Label_19_34.tif,0.33
Loss Label_121_54.tif,0.01
Loss Label_70_82.tif,0.09
Loss Label_2_0.tif,0.03
Loss Label_76_124.tif,0.05
Loss Label_82_125.tif,0.04
Loss Label_135_21.tif,0.12
Loss Label_45_39.tif,0.03
Loss Label_86_72.tif,0.03
Loss Label_21_146.tif,0
Loss Label_76_130.tif,0.11
Loss Label_82_131.tif,0.15
Loss Label_104_148.tif,0.11
Loss Label_135_35.tif,0.37
Loss Label_86_66.tif,0.01
Loss Label_21_152.tif,0.08
Loss Label_51_58.tif,0.02
Loss Label_92_13.tif,0.71
Loss Label_70_96.tif,0.07
Loss Label_121_40.tif,0.29
Loss Label_19_20.tif,0.13
Loss Label_126_49.tif,0.12
Loss Label_66_124.tif,0.02
Loss Label_92_125.tif,0.07
Loss Label_31_146.tif,0.02
Loss Label_107_87.tif,0
Loss Label_128_64.tif,0.1
Loss Label_56_51.tif,0.08
Loss Label_42_24.tif,0.36
Loss Label_58_54.tif,0.05
Loss Label_126_61.tif,0.01
Loss Label_109_82.tif,0.08
Loss Label_143_116.tif,0.01
Loss Label_56_79.tif,0.03
Loss Label_95_32.tif,0.21
Loss Label_81_47.tif,0.65
Loss Label_105_2.tif,0
Loss Label_50_126.tif,0.07
Loss Label_132_14.tif,0.12
Loss Label_25_97.tif,0.13
Loss Label_76_118.tif,0
Loss Label_82_119.tif,0.03
Loss Label_88_63.tif,0.08
Loss Label_119_143.tif,0.05
Loss Label_140_2.tif,0.14
Loss Label_98_9.tif,0.45
Loss Label_17_150.tif,0.58
Loss Label_17_25.tif,0.18
Loss Label_51_70.tif,0.07
Loss Label_121_68.tif,0.12
Loss Label_40_132.tif,0.21
Loss Label_0_148.tif,0.07
Loss Label_17_144.tif,0.01
Loss Label_51_64.tif,0.01
Loss Label_17_31.tif,0
Loss Label_40_126.tif,0.19
Loss Label_88_77.tif,0.02
Loss Label_45_11.tif,0.26
Loss Label_42_18.tif,0.15
Loss Label_81_53.tif,0.22
Loss Label_116_8.tif,0
Loss Label_50_132.tif,0.05
Loss Label_25_83.tif,0.02
Loss Label_109_96.tif,0.19
Loss Label_126_75.tif,0.14
Loss Label_109_143.tif,0.02
Loss Label_58_40.tif,0.18
Loss Label_66_118.tif,0
Loss Label_92_119.tif,0.01
Loss Label_123_1.tif,0.21
Loss Label_10_38.tif,0.1
Loss Label_128_58.tif,0.11
Loss Label_143_102.tif,0.04
Loss Label_95_26.tif,0
Loss Label_116_29.tif,0.17
Loss Label_65_144.tif,0
Loss Label_91_145.tif,0.15
Loss Label_32_126.tif,0
Loss Label_4_36.tif,0.19
Loss Label_66_31.tif,0.04
Loss Label_20_64.tif,0
Loss Label_34_11.tif,0.38
Loss Label_123_92.tif,0.05
Loss Label_72_44.tif,0.56
Loss Label_121_116.tif,0.05
Loss Label_56_6.tif,0.21
Loss Label_75_150.tif,0.07
Loss Label_81_151.tif,0.11
Loss Label_54_83.tif,0.02
Loss Label_105_55.tif,0.41
Loss Label_107_128.tif,0.02
Loss Label_33_18.tif,0.27
Loss Label_22_132.tif,0.13
Loss Label_14_118.tif,0
Loss Label_61_38.tif,0.29
Loss Label_29_40.tif,0
Loss Label_131_102.tif,0.11
Loss Label_111_20.tif,0
Loss Label_13_6.tif,0.29
Loss Label_3_100.tif,0.31
Loss Label_27_79.tif,0.04
Loss Label_131_116.tif,0
Loss Label_111_34.tif,0.07
Loss Label_29_54.tif,0.07
Loss Label_3_114.tif,0.01
Loss Label_75_144.tif,0.17
Loss Label_81_145.tif,0.06
Loss Label_105_41.tif,0.01
Loss Label_54_97.tif,0.02
Loss Label_143_14.tif,0.01
Loss Label_35_5.tif,0.5
Loss Label_75_59.tif,0.11
Loss Label_22_126.tif,0.22
Loss Label_72_50.tif,0.01
Loss Label_123_86.tif,0.02
Loss Label_121_102.tif,0.13
Loss Label_102_48.tif,0.28
Loss Label_117_128.tif,0.03
Loss Label_150_68.tif,0.01
Loss Label_65_150.tif,0.02
Loss Label_91_151.tif,0.03
Loss Label_4_22.tif,0
Loss Label_32_132.tif,0.21
Loss Label_20_70.tif,0
Loss Label_118_10.tif,0
Loss Label_66_25.tif,0.11
Loss Label_70_5.tif,0.09
Loss Label_72_78.tif,0.01
Loss Label_19_113.tif,0.04
Loss Label_53_152.tif,0
Loss Label_102_60.tif,0.01
Loss Label_144_35.tif,0
Loss Label_68_20.tif,0.58
Loss Label_150_40.tif,0.01
Loss Label_117_100.tif,0.01
Loss Label_116_15.tif,0.04
Loss Label_84_88.tif,0.18
Loss Label_90_0.tif,0.55
Loss Label_118_38.tif,0.37
Loss Label_20_58.tif,0.13
Loss Label_14_124.tif,0
Loss Label_27_51.tif,0
Loss Label_83_81.tif,0.01
Loss Label_138_2.tif,0.1
Loss Label_43_146.tif,0.04
Loss Label_107_114.tif,0.04
Loss Label_105_69.tif,0.06
Loss Label_75_71.tif,0.04
Loss Label_33_24.tif,0.1
Loss Label_107_100.tif,0.06
Loss Label_143_28.tif,0
Loss Label_33_30.tif,0.02
Loss Label_75_65.tif,0.09
Loss Label_14_130.tif,0.31
Loss Label_3_17.tif,0
Loss Label_61_10.tif,0.17
Loss Label_27_45.tif,0.05
Loss Label_83_95.tif,0.1
Loss Label_29_68.tif,0
Loss Label_3_128.tif,0.03
Loss Label_43_152.tif,0
Loss Label_117_114.tif,0
Loss Label_150_54.tif,0.17
Loss Label_68_34.tif,0.07
Loss Label_66_19.tif,0.4
Loss Label_34_39.tif,0.65
Loss Label_19_107.tif,0.01
Loss Label_53_146.tif,0.03
Loss Label_144_21.tif,0.01
Loss Label_102_74.tif,0.05
Loss Label_39_140.tif,0.03
Loss Label_53_49.tif,0.22
Loss Label_72_87.tif,0.13
Loss Label_123_51.tif,0.09
Loss Label_73_101.tif,0.11
Loss Label_87_100.tif,0.03
Loss Label_58_108.tif,0.06
Loss Label_5_151.tif,0.03
Loss Label_137_24.tif,0.12
Loss Label_137_153.tif,0
Loss Label_49_11.tif,0.01
Loss Label_84_77.tif,0.03
Loss Label_12_149.tif,0.25
Loss Label_40_35.tif,0.23
Loss Label_29_83.tif,0.06
Loss Label_29_154.tif,0
Loss Label_63_115.tif,0.07
Loss Label_97_114.tif,0.27
Loss Label_127_147.tif,0.06
Loss Label_99_26.tif,0.46
Loss Label_124_58.tif,0.02
Loss Label_105_96.tif,0.07
Loss Label_12_15.tif,0.43
Loss Label_54_40.tif,0.11
Loss Label_99_32.tif,0.15
Loss Label_127_153.tif,0.01
Loss Label_48_108.tif,0.19
Loss Label_28_0.tif,0.25
Loss Label_54_54.tif,0.28
Loss Label_105_82.tif,0.45
Loss Label_29_97.tif,0.02
Loss Label_40_21.tif,0.32
Loss Label_29_140.tif,0.37
Loss Label_63_101.tif,0.27
Loss Label_97_100.tif,0.01
Loss Label_130_39.tif,0.05
Loss Label_5_145.tif,0.47
Loss Label_137_147.tif,0.01
Loss Label_137_30.tif,0.3
Loss Label_84_63.tif,0.03
Loss Label_47_28.tif,0.34
Loss Label_4_6.tif,0.09
Loss Label_39_154.tif,0
Loss Label_90_16.tif,0.71
Loss Label_123_45.tif,0.01
Loss Label_72_93.tif,0.08
Loss Label_58_9.tif,0.54
Loss Label_73_115.tif,0.06
Loss Label_87_114.tif,0.1
Loss Label_58_134.tif,0.07
Loss Label_45_117.tif,0.07
Loss Label_137_18.tif,0.02
Loss Label_139_35.tif,0.09
Loss Label_150_83.tif,0.11
Loss Label_53_75.tif,0.06
Loss Label_15_20.tif,0.2
Loss Label_101_145.tif,0.07
Loss Label_124_64.tif,0.03
Loss Label_55_103.tif,0.33
Loss Label_48_120.tif,0.02
Loss Label_97_37.tif,0
Loss Label_12_29.tif,0
Loss Label_83_42.tif,0.41
Loss Label_146_133.tif,0
Loss Label_125_7.tif,0.26
Loss Label_63_129.tif,0.05
Loss Label_97_128.tif,0.04
Loss Label_111_151.tif,0
Loss Label_130_11.tif,0.2
Loss Label_27_92.tif,0.03
Loss Label_83_56.tif,0.49
Loss Label_146_127.tif,0
Loss Label_27_86.tif,0.03
Loss Label_111_145.tif,0.01
Loss Label_124_70.tif,0.17
Loss Label_103_4.tif,0
Loss Label_48_134.tif,0.04
Loss Label_55_117.tif,0.19
Loss Label_97_23.tif,0
Loss Label_54_68.tif,0.1
Loss Label_15_34.tif,0.04
Loss Label_53_61.tif,0.29
Loss Label_101_151.tif,0
Loss Label_123_79.tif,0.04
Loss Label_73_129.tif,0.11
Loss Label_87_128.tif,0.08
Loss Label_146_4.tif,0.33
Loss Label_45_103.tif,0.05
Loss Label_58_120.tif,0.34
Loss Label_49_39.tif,0.27
Loss Label_150_97.tif,0
Loss Label_47_14.tif,0.21
Loss Label_139_21.tif,0.01
Loss Label_39_51.tif,0.27
Loss Label_101_31.tif,0.11
Loss Label_130_113.tif,0
Loss Label_147_64.tif,0.02
Loss Label_11_4.tif,0.31
Loss Label_2_111.tif,0
Loss Label_15_109.tif,0.08
Loss Label_149_49.tif,0.06
Loss Label_71_29.tif,0.14
Loss Label_23_123.tif,0.03
Loss Label_74_141.tif,0.04
Loss Label_80_140.tif,0.04
Loss Label_9_76.tif,0.01
Loss Label_106_139.tif,0.04
Loss Label_44_92.tif,0.02
Loss Label_115_44.tif,0.18
Loss Label_54_4.tif,0.1
Loss Label_120_107.tif,0.08
Loss Label_133_83.tif,0.13
Loss Label_62_55.tif,0.01
Loss Label_0_52.tif,0.02
Loss Label_33_137.tif,0.04
Loss Label_76_20.tif,0.33
Loss Label_108_15.tif,0
Loss Label_30_75.tif,0.15
Loss Label_106_38.tif,0.15
Loss Label_64_155.tif,0.02
Loss Label_90_154.tif,0.01
Loss Label_72_7.tif,0.08
Loss Label_33_123.tif,0.01
Loss Label_30_61.tif,0.03
Loss Label_76_34.tif,0.34
Loss Label_116_139.tif,0.02
Loss Label_140_79.tif,0.25
Loss Label_78_19.tif,0.45
Loss Label_64_141.tif,0.01
Loss Label_90_140.tif,0.14
Loss Label_112_59.tif,0.13
Loss Label_120_113.tif,0.11
Loss Label_62_41.tif,0.58
Loss Label_133_97.tif,0.1
Loss Label_24_14.tif,0.49
Loss Label_0_46.tif,0.04
Loss Label_65_48.tif,0.06
Loss Label_37_7.tif,0.35
Loss Label_23_137.tif,0.12
Loss Label_74_155.tif,0.1
Loss Label_80_154.tif,0.03
Loss Label_9_62.tif,0.08
Loss Label_115_50.tif,0.53
Loss Label_44_86.tif,0.06
Loss Label_147_70.tif,0.02
Loss Label_101_25.tif,0.02
Loss Label_130_107.tif,0.07
Loss Label_39_45.tif,0.2
Loss Label_2_105.tif,0.03
Loss Label_37_68.tif,0.09
Loss Label_65_60.tif,0.4
Loss Label_23_35.tif,0.02
Loss Label_7_67.tif,0.06
Loss Label_115_78.tif,0
Loss Label_106_105.tif,0.01
Loss Label_147_58.tif,0.1
Loss Label_93_90.tif,0.07
Loss Label_15_135.tif,0.07
Loss Label_37_40.tif,0.41
Loss Label_149_75.tif,0.04
Loss Label_71_15.tif,0.43
Loss Label_108_29.tif,0.37
Loss Label_30_49.tif,0.02
Loss Label_94_99.tif,0.1
Loss Label_78_31.tif,0.2
Loss Label_140_51.tif,0
Loss Label_11_87.tif,0.12
Loss Label_116_111.tif,0.06
Loss Label_92_2.tif,0.54
Loss Label_52_143.tif,0.01
Loss Label_112_71.tif,0.02
Loss Label_62_69.tif,0.06
Loss Label_18_102.tif,0.03
Loss Label_112_65.tif,0.13
Loss Label_24_28.tif,0.13
Loss Label_18_116.tif,0.05
Loss Label_81_8.tif,0.45
Loss Label_116_105.tif,0.08
Loss Label_106_10.tif,0.01
Loss Label_11_93.tif,0
Loss Label_140_45.tif,0.09
Loss Label_78_25.tif,0.73
Loss Label_101_19.tif,0.01
Loss Label_39_79.tif,0.06
Loss Label_93_84.tif,0.01
Loss Label_2_139.tif,0.95
Loss Label_42_143.tif,0.08
Loss Label_15_121.tif,0
Loss Label_149_61.tif,0.02
Loss Label_37_54.tif,0.17
Loss Label_23_21.tif,0.06
Loss Label_65_74.tif,0.04
Loss Label_7_73.tif,0.14
Loss Label_106_111.tif,0.04
Loss Label_39_8.tif,0.5
Loss Label_115_87.tif,0.07
Loss Label_44_51.tif,0.49
Loss Label_134_49.tif,0.03
Loss Label_126_156.tif,0.04
Loss Label_89_37.tif,0.03
Loss Label_7_98.tif,0.1
Loss Label_62_104.tif,0.24
Loss Label_96_105.tif,0.04
Loss Label_50_24.tif,0.21
Loss Label_16_71.tif,0
Loss Label_39_92.tif,0.08
Loss Label_28_145.tif,0.01
Loss Label_11_78.tif,0.1
Loss Label_129_18.tif,0.22
Loss Label_94_66.tif,0
Loss Label_59_119.tif,0.04
Loss Label_4_140.tif,0.99
Loss Label_127_35.tif,0.15
Loss Label_136_142.tif,0.01
Loss Label_62_96.tif,0.08
Loss Label_133_40.tif,0.08
Loss Label_72_110.tif,0.02
Loss Label_86_111.tif,0.12
Loss Label_0_91.tif,0.01
Loss Label_38_151.tif,0.02
Loss Label_43_58.tif,0.11
Loss Label_49_1.tif,0.37
Loss Label_80_13.tif,0.08
Loss Label_133_54.tif,0.02
Loss Label_62_82.tif,0.01
Loss Label_72_104.tif,0.17
Loss Label_86_105.tif,0.08
Loss Label_0_85.tif,0.08
Loss Label_38_145.tif,0.12
Loss Label_57_39.tif,0.36
Loss Label_94_72.tif,0.12
Loss Label_6_4.tif,0.24
Loss Label_4_154.tif,0.65
Loss Label_59_14.tif,0.39
Loss Label_136_156.tif,0.03
Loss Label_127_21.tif,0.15
Loss Label_62_110.tif,0.17
Loss Label_96_111.tif,0.24
Loss Label_18_48.tif,0.51
Loss Label_120_28.tif,0.28
Loss Label_39_86.tif,0.17
Loss Label_16_65.tif,0
Loss Label_50_30.tif,0.39
Loss Label_28_151.tif,0
Loss Label_44_45.tif,0.28
Loss Label_115_93.tif,0.09
Loss Label_89_23.tif,0.4
Loss Label_126_142.tif,0.02
Loss Label_49_119.tif,0.07
Loss Label_62_138.tif,0.03
Loss Label_96_139.tif,0.06
Loss Label_110_140.tif,0.06
Loss Label_18_60.tif,0
Loss Label_37_83.tif,0.19
Loss Label_50_18.tif,0.04
Loss Label_127_5.tif,0.58
Loss Label_147_122.tif,0
Loss Label_93_53.tif,0.52
Loss Label_9_89.tif,0
Loss Label_87_26.tif,0.63
Loss Label_134_75.tif,0.05
Loss Label_54_112.tif,0.23
Loss Label_49_131.tif,0
Loss Label_100_154.tif,0
Loss Label_43_64.tif,0.03
Loss Label_11_44.tif,0
Loss Label_129_24.tif,0.12
Loss Label_57_11.tif,0.5
Loss Label_140_92.tif,0.01
Loss Label_59_125.tif,0.01
Loss Label_44_106.tif,0.11
Loss Label_140_86.tif,0.01
Loss Label_129_30.tif,0.51
Loss Label_11_50.tif,0.19
Loss Label_44_112.tif,0.23
Loss Label_59_131.tif,0.02
Loss Label_59_28.tif,0.38
Loss Label_144_6.tif,0.27
Loss Label_133_68.tif,0
Loss Label_100_140.tif,0
Loss Label_72_138.tif,0.01
Loss Label_86_139.tif,0.06
Loss Label_43_70.tif,0.06
Loss Label_44_79.tif,0.07
Loss Label_87_32.tif,0.33
Loss Label_101_6.tif,0.57
Loss Label_134_61.tif,0.13
Loss Label_49_125.tif,0.14
Loss Label_54_106.tif,0.14
Loss Label_37_97.tif,0.09
Loss Label_18_74.tif,0.03
Loss Label_120_14.tif,0.58
Loss Label_110_154.tif,0.86
Loss Label_147_136.tif,0.03
Loss Label_16_59.tif,0.07
Loss Label_93_47.tif,0.17
Loss Label_43_71.tif,0.06
Loss Label_72_139.tif,0.08
Loss Label_86_138.tif,0.04
Loss Label_100_141.tif,0.01
Loss Label_133_69.tif,0
Loss Label_144_7.tif,0.11
Loss Label_59_29.tif,0.59
Loss Label_44_113.tif,0.23
Loss Label_59_130.tif,0.02
Loss Label_140_87.tif,0
Loss Label_11_51.tif,0.38
Loss Label_129_31.tif,0.66
Loss Label_93_46.tif,0.32
Loss Label_16_58.tif,0.03
Loss Label_147_137.tif,0
Loss Label_120_15.tif,0.69
Loss Label_18_75.tif,0
Loss Label_37_96.tif,0.09
Loss Label_110_155.tif,0.24
Loss Label_49_124.tif,0.12
Loss Label_54_107.tif,0.41
Loss Label_134_60.tif,0.14
Loss Label_101_7.tif,0.29
Loss Label_87_33.tif,0.27
Loss Label_44_78.tif,0.09
Loss Label_54_113.tif,0.1
Loss Label_49_130.tif,0
Loss Label_134_74.tif,0.02
Loss Label_87_27.tif,0.31
Loss Label_9_88.tif,0.02
Loss Label_93_52.tif,0.48
Loss Label_127_4.tif,0.31
Loss Label_50_19.tif,0.35
Loss Label_147_123.tif,0
Loss Label_110_141.tif,0.03
Loss Label_37_82.tif,0.37
Loss Label_18_61.tif,0
Loss Label_62_139.tif,0.03
Loss Label_96_138.tif,0.05
Loss Label_59_124.tif,0.03
Loss Label_44_107.tif,0.13
Loss Label_129_25.tif,0.32
Loss Label_11_45.tif,0
Loss Label_140_93.tif,0.04
Loss Label_57_10.tif,0.59
Loss Label_43_65.tif,0.18
Loss Label_100_155.tif,0.05
Loss Label_59_15.tif,0.28
Loss Label_127_20.tif,0.03
Loss Label_4_155.tif,0.7
Loss Label_6_5.tif,0.39
Loss Label_94_73.tif,0.08
Loss Label_57_38.tif,0.47
Loss Label_38_144.tif,0.03
Loss Label_0_84.tif,0
Loss Label_72_105.tif,0.19
Loss Label_86_104.tif,0.01
Loss Label_133_55.tif,0.04
Loss Label_62_83.tif,0.02
Loss Label_49_118.tif,0.3
Loss Label_89_22.tif,0.56
Loss Label_126_143.tif,0.05
Loss Label_44_44.tif,0.28
Loss Label_115_92.tif,0.06
